date,ticker,shares,price
2026-03-28,XLRE,176250000,
2026-03-30,XLRE,179700000,40.209999084472656
2026-03-31,XLRE,179300000,40.70500183105469
2026-04-01,XLRE,178900000,
2026-04-02,XLRE,181150000,
2026-04-03,XLRE,181150000,
2026-04-06,XLRE,179950000,
2026-04-07,XLRE,179950000,
2026-04-08,XLRE,180050000,
2026-04-09,XLRE,180250000,
2026-04-10,XLRE,180200000,
2026-04-13,XLRE,178800000,
2026-04-14,XLRE,179100000,
2026-04-15,XLRE,179250000,
2026-04-16,XLRE,179250000,
2026-03-28,XLU,530450000,
2026-03-30,XLU,529549999,45.91999816894531
2026-03-31,XLU,528950000,45.470001220703125
2026-04-01,XLU,532200000,
2026-04-02,XLU,528500000,
2026-04-03,XLU,528500000,
2026-04-06,XLU,530000000,
2026-04-07,XLU,531500000,
2026-04-08,XLU,535250000,
2026-04-09,XLU,536850000,
2026-04-10,XLU,537900000,
2026-04-13,XLU,542100000,
2026-04-14,XLU,542300000,
2026-04-15,XLU,541800000,
2026-04-16,XLU,541800000,
2026-03-28,XLV,265370000,
2026-03-30,XLV,263570000,143.82000732421875
2026-03-31,XLV,263670000,145.90499877929688
2026-04-01,XLV,263320000,
2026-04-02,XLV,264470000,
2026-04-03,XLV,264470000,
2026-04-06,XLV,263570000,
2026-04-07,XLV,263370000,
2026-04-08,XLV,262920000,
2026-04-09,XLV,261970000,
2026-04-10,XLV,261120000,
2026-04-13,XLV,261620000,
2026-04-14,XLV,261470000,
2026-04-15,XLV,261620000,
2026-04-16,XLV,261620000,
2026-03-28,XLY,198660000,
2026-03-30,XLY,197460000,105.66000366210938
2026-03-31,XLY,197260000,108.74500274658205
2026-04-01,XLY,196810000,
2026-04-02,XLY,194660000,
2026-04-03,XLY,194660000,
2026-04-06,XLY,192110000,
2026-04-07,XLY,191810000,
2026-04-08,XLY,192360000,
2026-04-09,XLY,192510000,
2026-04-10,XLY,194410000,
2026-04-13,XLY,194610000,
2026-04-14,XLY,194060000,
2026-04-15,XLY,193710000,
2026-04-16,XLY,193710000,
